1704427200000,43465.21000000,43926.00000000,43187.89000000,43777.47000000,4949.61031000,1704441599999,215887954.11159830,246256,2508.13192000,109415711.98903390,0
1704441600000,43777.48000000,44324.80000000,43433.00000000,43771.34000000,7055.63723000,1704455999999,309990253.97910870,336389,3527.53808000,154984816.79786110,0
1704456000000,43771.34000000,44110.07000000,43100.00000000,43500.01000000,10044.28040000,1704470399999,439370834.67952650,478180,5005.38678000,218999503.36127720,0
1704470400000,43500.01000000,43808.07000000,43100.46000000,43600.00000000,7460.07613000,1704484799999,324206822.25417550,308961,3806.09627000,165415535.47607440,0
1704484800000,43600.00000000,44357.46000000,43580.51000000,44145.11000000,6844.14656000,1704499199999,300764404.19396680,274087,3590.45378000,157818675.20419790,0
1704499200000,44145.12000000,44214.42000000,43812.50000000,43931.10000000,3123.46193000,1704513599999,137401026.75899970,154177,1435.13702000,63128996.24513960,0
1704513600000,43931.10000000,43971.10000000,43397.05000000,43653.20000000,4242.79756000,1704527999999,185157986.33553090,200745,2082.44667000,90875447.09060650,0
1704528000000,43653.20000000,43771.10000000,43551.28000000,43671.96000000,2449.54997000,1704542399999,106967541.82733230,160976,1267.37865000,55342826.04259760,0
1704542400000,43671.97000000,43920.08000000,43527.27000000,43867.17000000,2610.13838000,1704556799999,114246426.62928590,148168,1432.92742000,62721705.13834920,0
1704556800000,43867.17000000,44148.58000000,43828.50000000,43906.36000000,2971.24432000,1704571199999,130557720.92634000,162512,1653.76973000,72673886.86611300,0
1704571200000,43906.35000000,43980.00000000,43611.19000000,43968.32000000,2437.86928000,1704585599999,106882181.01411730,130064,1176.91124000,51598925.98107170,0
1704585600000,43968.32000000,44259.29000000,43833.40000000,43940.41000000,3397.43777000,1704599999999,149621821.87201380,154901,1722.25916000,75853060.34065720,0
1704600000000,43940.41000000,44100.00000000,43843.52000000,44080.00000000,2347.11787000,1704614399999,103252744.74618600,122921,1195.60720000,52596550.14251240,0
1704614400000,44080.00000000,44167.81000000,43880.65000000,44061.10000000,3023.73501000,1704628799999,133106227.94436450,150116,1499.58137000,66011131.35578610,0
1704628800000,44061.10000000,44480.59000000,43945.15000000,44047.57000000,5972.98911000,1704643199999,264377730.13690270,264807,3055.66178000,135276299.77894700,0
1704643200000,44047.57000000,44262.53000000,43700.00000000,44244.77000000,3590.89146000,1704657599999,158125762.35711880,185104,1834.90207000,80818219.62925820,0
1704657600000,44244.77000000,44269.92000000,43572.09000000,43929.02000000,4691.67958000,1704671999999,206150809.06756240,231410,2305.51189000,101315746.27866540,0
1704672000000,43929.01000000,43986.00000000,43175.00000000,43518.20000000,7371.99098000,1704686399999,321147967.40255880,278129,3489.33673000,152025382.37490910,0
1704686400000,43518.20000000,44341.80000000,43430.79000000,43974.55000000,7157.43221000,1704700799999,313769741.49041900,289248,3743.34612000,164113568.82240390,0
1704700800000,43974.55000000,44688.00000000,43641.73000000,44635.99000000,6636.26767000,1704715199999,292836484.50937530,272154,3690.96064000,162951620.89797670,0
1704715200000,44636.00000000,45333.00000000,44350.00000000,44963.04000000,17212.53878000,1704729599999,773408314.31234980,592257,9193.64176000,413144614.47066300,0
1704729600000,44963.04000000,47248.99000000,44793.97000000,46979.35000000,24462.97732000,1704743999999,1129425396.30399860,688409,13631.61995000,629282115.94891120,0
1704744000000,46979.36000000,47207.16000000,46653.84000000,46951.04000000,9973.36893000,1704758399999,468184246.66280590,244267,4979.90010000,233794905.15331950,0
1704758400000,46951.04000000,47150.00000000,46230.00000000,46926.96000000,10102.12931000,1704772799999,471883111.24575890,330462,4990.45773000,233093927.79349990,0
1704772800000,46926.96000000,46940.00000000,46599.43000000,46825.51000000,4707.40981000,1704787199999,220181766.26762860,200740,2225.94881000,104110686.24352940,0
1704787200000,46825.52000000,46874.94000000,46381.10000000,46615.99000000,6018.83491000,1704801599999,280345430.25477020,254090,2946.05059000,137217143.39546540,0
1704801600000,46616.00000000,47051.21000000,45450.00000000,46868.09000000,15811.82358000,1704815999999,737352850.79581130,646752,8236.74596000,384292750.69847620,0
1704816000000,46868.08000000,46975.00000000,46500.00000000,46876.01000000,7310.48299000,1704830399999,341656130.55380750,311714,3307.47029000,154593883.40570400,0
1704830400000,46876.00000000,47972.00000000,44748.67000000,46110.00000000,25976.98557000,1704844799999,1200022783.69061980,893987,13118.78091000,606842834.79959460,0
1704844800000,46110.00000000,46249.14000000,45622.00000000,46117.10000000,6964.52629000,1704859199999,319977055.83457580,225920,3374.85209000,155095018.05930840,0
1704859200000,46117.10000000,46186.00000000,45734.56000000,45757.98000000,4441.30134000,1704873599999,204129005.32268100,181245,2152.29147000,98924339.79787130,0
1704873600000,45757.98000000,45861.10000000,45000.00000000,45515.89000000,8371.11286000,1704887999999,381237575.73571250,327778,4054.97977000,184690008.25207230,0
1704888000000,45515.88000000,45662.01000000,44300.36000000,45546.40000000,17519.34998000,1704902399999,789410439.66782090,776415,8883.90608000,400411980.14897320,0
1704902400000,45546.39000000,46666.00000000,45173.97000000,46489.18000000,17808.51212000,1704916799999,820236352.65579940,571964,9843.48636000,453476993.09904710,0
1704916800000,46489.19000000,47695.93000000,44800.00000000,46653.99000000,34806.60944000,1704931199999,1608819052.49617760,1050266,18601.27862000,860528361.99489190,0
1704931200000,46654.00000000,46750.00000000,46200.00000000,46502.16000000,7964.91500000,1704945599999,370461309.26855600,306470,4072.82326000,189452097.48799890,0
1704945600000,46502.17000000,46507.08000000,45618.10000000,46101.40000000,7551.87335000,1704959999999,348167834.27221590,338183,3517.12176000,162091321.27375330,0
1704960000000,46101.40000000,47150.00000000,46052.00000000,47060.00000000,8538.48554000,1704974399999,397952645.26616130,366320,4778.04899000,222666320.76058700,0
1704974400000,47059.99000000,48969.48000000,46463.19000000,46783.78000000,36318.80534000,1704988799999,1733428829.81931850,1030386,19142.73946000,914185722.59206720,0
1704988800000,46783.77000000,47022.07000000,45606.06000000,46692.30000000,19172.26590000,1705003199999,886726189.94142960,618511,9038.06960000,418058600.05692580,0
1705003200000,46692.29000000,46975.00000000,46084.69000000,46339.16000000,7923.98447000,1705017599999,368402796.46062070,338581,3527.36523000,164013877.48866030,0
1705017600000,46339.16000000,46515.53000000,45898.00000000,45994.00000000,5377.44001000,1705031999999,248268472.56451270,254664,2562.01853000,118301682.81775600,0
1705032000000,45994.01000000,46366.00000000,45742.49000000,46008.19000000,5766.26871000,1705046399999,265453009.29745170,243968,2939.30129000,135341417.86661830,0
1705046400000,46008.19000000,46267.00000000,45537.37000000,45954.35000000,7038.70566000,1705060799999,323262832.20101510,329175,3597.27016000,165215881.32822600,0
1705060800000,45954.35000000,46109.00000000,44333.44000000,44462.01000000,19196.21655000,1705075199999,868350862.18946870,663068,9267.70742000,419323656.60070410,0
1705075200000,44462.00000000,44675.88000000,43212.00000000,43472.55000000,26388.04032000,1705089599999,1154636271.42647980,753664,12635.58164000,553008632.35026940,0
1705089600000,43472.56000000,43981.10000000,41500.00000000,42782.73000000,22561.26582000,1705103999999,967512287.89712890,564653,10705.70162000,459649608.01425600,0
1705104000000,42782.74000000,42997.29000000,42436.12000000,42609.94000000,9945.53429000,1705118399999,424718360.76519470,283887,4661.66176000,199139468.31850770,0
1705118400000,42609.94000000,43254.03000000,42555.84000000,43102.97000000,6237.82222000,1705132799999,268135835.32530240,237656,3267.31786000,140425958.76529020,0
1705132800000,43102.97000000,43254.96000000,42509.11000000,42624.00000000,6962.30044000,1705147199999,298353967.30504840,261431,3230.02377000,138399965.42426160,0
1705147200000,42624.01000000,43257.00000000,42505.00000000,43154.48000000,6063.35625000,1705161599999,259713538.25878140,294696,3208.06515000,137424231.06185720,0
1705161600000,43154.48000000,43185.00000000,42724.39000000,42786.25000000,4181.84325000,1705175999999,179476351.94937620,203711,1965.77139000,84351931.41256460,0
1705176000000,42786.25000000,43040.01000000,42699.52000000,42847.99000000,2727.61819000,1705190399999,116972557.94946310,152862,1415.25831000,60690663.26297380,0
1705190400000,42847.99000000,42890.23000000,42643.98000000,42681.82000000,2769.17313000,1705204799999,118375249.90784930,135489,1420.71107000,60732756.41124050,0
1705204800000,42681.82000000,43060.00000000,42562.56000000,43011.44000000,3036.75324000,1705219199999,130051165.78846140,134251,1641.28688000,70295494.84071090,0
1705219200000,43011.44000000,43079.00000000,42759.34000000,42829.99000000,2885.27669000,1705233599999,123816303.05235630,148177,1295.97213000,55621581.02479770,0
1705233600000,42829.99000000,43005.25000000,42710.00000000,42904.38000000,3635.86614000,1705247999999,155771782.46315790,178408,1917.97740000,82174152.83951170,0
1705248000000,42904.39000000,43010.84000000,42632.59000000,42660.00000000,4024.36820000,1705262399999,172531341.09793110,225801,1954.76744000,83809928.00801410,0
1705262400000,42660.00000000,42745.98000000,41720.00000000,41732.35000000,11876.97154000,1705276799999,501666939.94793700,413601,5459.59351000,230627746.61430120,0
1705276800000,41732.35000000,42640.00000000,41718.05000000,42565.99000000,5828.29771000,1705291199999,246286468.02867750,199931,3306.13724000,139694358.79088510,0
1705291200000,42565.99000000,42824.68000000,42499.01000000,42714.78000000,4383.51739000,1705305599999,186966410.96613380,176349,2167.08082000,92438995.97587880,0
1705305600000,42714.78000000,42775.00000000,42540.00000000,42697.99000000,3812.52325000,1705319999999,162643280.50548050,176992,1850.68598000,78955410.26338460,0
1705320000000,42698.00000000,42958.03000000,42163.32000000,42278.99000000,8595.73488000,1705334399999,365344802.55524130,376007,4317.08191000,183485689.36821110,0
1705334400000,42278.99000000,43400.43000000,42249.00000000,42992.67000000,12331.30651000,1705348799999,530571655.62214910,504846,5742.68889000,246876507.02166060,0
1705348800000,42992.67000000,43114.45000000,42342.18000000,42511.10000000,5318.51329000,1705363199999,227170293.43042050,223486,2541.08546000,108546449.66756270,0
1705363200000,42511.10000000,42939.50000000,42466.88000000,42924.56000000,4025.27939000,1705377599999,171802732.76518250,199910,2294.38386000,97929173.95901490,0
1705377600000,42924.57000000,42946.05000000,42606.92000000,42791.13000000,3648.24949000,1705391999999,156073869.86907790,164607,1829.74258000,78271499.86441070,0
1705392000000,42791.14000000,43153.66000000,42720.06000000,42900.54000000,4849.24572000,1705406399999,208167442.48782930,214377,2518.05430000,108094473.79313350,0
1705406400000,42900.55000000,43314.73000000,42050.00000000,43252.67000000,17967.98589000,1705420799999,766956364.04217890,549260,10147.04961000,432828014.76739950,0
1705420800000,43252.45000000,43434.00000000,42834.29000000,43166.11000000,7723.95687000,1705435199999,333173416.63789770,330107,3853.24703000,166221866.98102170,0
1705435200000,43166.10000000,43578.01000000,43060.69000000,43137.95000000,6831.02853000,1705449599999,295773324.25690390,258319,3422.07929000,148180412.57022820,0
1705449600000,43137.94000000,43198.00000000,42844.98000000,42849.00000000,3711.95254000,1705463999999,159745318.64687030,137129,1648.75330000,70968644.23566600,0
1705464000000,42849.00000000,42925.49000000,42619.60000000,42655.94000000,3612.23610000,1705478399999,154624492.37501210,139152,1791.15893000,76678032.13865430,0
1705478400000,42655.95000000,42850.55000000,42564.00000000,42680.16000000,4412.74724000,1705492799999,188575965.72102890,195125,2141.94739000,91529328.84419960,0
1705492800000,42680.16000000,42926.02000000,42365.58000000,42482.79000000,9542.90182000,1705507199999,406703190.09718170,394911,4830.40420000,205876399.63086220,0
1705507200000,42482.80000000,42745.99000000,42200.69000000,42611.11000000,6233.49263000,1705521599999,264581614.39950050,263131,3202.20178000,135933201.59672790,0
1705521600000,42611.10000000,42876.48000000,42450.00000000,42776.10000000,5752.88355000,1705535999999,245657849.68329570,308724,3033.73969000,129547161.60146790,0
1705536000000,42776.09000000,42784.40000000,42502.19000000,42592.05000000,2777.25237000,1705550399999,118442495.71569310,122651,1184.11565000,50494479.09681730,0
1705550400000,42592.04000000,42922.00000000,42589.00000000,42915.33000000,3393.11338000,1705564799999,145186568.84073220,142502,1687.25854000,72191015.82967270,0
1705564800000,42915.32000000,42930.00000000,42387.68000000,42544.59000000,4867.13625000,1705579199999,207507411.30874890,206353,2253.46786000,96059997.78486160,0
1705579200000,42544.60000000,42810.00000000,42353.80000000,42619.32000000,5286.53164000,1705593599999,224957043.73365110,233952,2729.31231000,116148013.90331940,0
1705593600000,42619.31000000,42619.32000000,40831.99000000,41022.32000000,17408.65530000,1705607999999,725467003.70846090,490040,7881.27756000,328626210.08325900,0
1705608000000,41022.33000000,41366.99000000,40683.28000000,41327.50000000,10174.82747000,1705622399999,417866017.95629280,270589,5349.71144000,219772917.50843370,0
1705622400000,41327.51000000,41370.99000000,40752.26000000,41055.87000000,5747.52107000,1705636799999,236347415.47676790,191938,2749.55285000,113084035.92809220,0
1705636800000,41055.88000000,41576.00000000,41038.81000000,41284.25000000,5252.30425000,1705651199999,217003595.57251340,162449,2985.62821000,123354521.36546920,0
1705651200000,41284.26000000,41509.69000000,41143.33000000,41475.37000000,4432.77110000,1705665599999,183338898.02661990,173855,2264.94959000,93674753.40970490,0
1705665600000,41475.37000000,41488.20000000,40718.00000000,40894.71000000,9260.88788000,1705679999999,380526557.32014190,306311,4386.95379000,180223990.65127860,0
1705680000000,40894.71000000,41979.00000000,40280.00000000,41814.27000000,16100.60089000,1705694399999,661205657.18698610,542133,8167.90569000,335642834.25930480,0
1705694400000,41814.27000000,42196.86000000,41517.60000000,41659.03000000,7548.66040000,1705708799999,315424342.95572270,264742,3792.51007000,158498585.76535580,0
1705708800000,41659.03000000,41700.00000000,41456.30000000,41634.65000000,2986.21230000,1705723199999,124171936.82073190,155607,1529.34277000,63592017.76931960,0
1705723200000,41634.64000000,41774.00000000,41564.81000000,41650.95000000,2111.60902000,1705737599999,87956944.73899120,109519,1003.64071000,41805055.84155320,0
1705737600000,41650.95000000,41668.66000000,41459.02000000,41580.83000000,3106.35262000,1705751999999,129101024.14722490,147167,1357.63714000,56423104.80178650,0
1705752000000,41580.82000000,41700.00000000,41478.00000000,41570.11000000,2908.64220000,1705766399999,120979725.89074960,151278,1385.89574000,57640108.50944110,0
1705766400000,41570.10000000,41684.94000000,41526.36000000,41632.96000000,2143.21383000,1705780799999,89153760.41602460,117199,1042.60688000,43368420.04371150,0
1705780800000,41632.97000000,41872.56000000,41610.54000000,41696.04000000,2667.96496000,1705795199999,111404616.13721210,126554,1238.24308000,51706435.02975170,0
1705795200000,41696.05000000,41730.00000000,41629.87000000,41680.82000000,1600.89363000,1705809599999,66732001.73420510,106384,742.21214000,30938381.31020560,0
1705809600000,41680.83000000,41691.11000000,41564.29000000,41648.51000000,1198.63686000,1705823999999,49910009.42244160,80346,539.06143000,22444890.98074990,0
1705824000000,41648.50000000,41826.97000000,41648.50000000,41719.89000000,1972.92769000,1705838399999,82346340.57410080,108648,983.61149000,41052394.64625370,0
1705838400000,41719.90000000,41881.39000000,41605.00000000,41656.28000000,2810.15162000,1705852799999,117382472.20396560,144647,1422.11874000,59403028.44492460,0
1705852800000,41656.27000000,41729.77000000,41525.00000000,41719.40000000,2101.04396000,1705867199999,87510002.89039020,107053,1018.60800000,42424973.79902110,0
1705867200000,41719.39000000,41811.10000000,41500.98000000,41580.33000000,2046.50925000,1705881599999,85270744.20580100,110739,870.94865000,36288537.97957800,0
1705881600000,41580.32000000,41689.65000000,41058.22000000,41197.04000000,5194.67726000,1705895999999,214892897.46901300,208154,2471.54400000,102252895.68223770,0
1705896000000,41197.04000000,41321.17000000,40684.00000000,41043.70000000,6720.50069000,1705910399999,275778665.92740610,297580,3325.07143000,136438743.74025190,0
1705910400000,41043.70000000,41047.51000000,40364.63000000,40815.99000000,8780.28420000,1705924799999,357939956.06890830,404950,4359.72585000,177739721.92918010,0
1705924800000,40815.92000000,41244.06000000,40350.00000000,40771.99000000,9333.27767000,1705939199999,380342648.92404490,458228,4610.59684000,187903778.22919550,0
1705939200000,40772.00000000,40874.99000000,39431.58000000,39820.31000000,15416.76046000,1705953599999,619689675.55407570,506452,7021.61255000,282477533.32658800,0
1705953600000,39820.31000000,40343.18000000,39480.00000000,39568.02000000,9980.69883000,1705967999999,398808309.85198470,271886,4999.58918000,199838175.15959930,0
1705968000000,39568.02000000,40118.87000000,39511.10000000,40000.44000000,4446.81496000,1705982399999,177273747.28156350,142541,2409.46471000,96060465.03738720,0
1705982400000,40000.43000000,40176.74000000,39665.02000000,39780.00000000,3852.36638000,1705996799999,153972297.64128820,140936,1935.10822000,77354685.69080730,0
1705996800000,39780.01000000,39860.00000000,38657.00000000,38845.56000000,16327.77748000,1706011199999,638821872.57686210,503786,7920.60725000,310026288.48417200,0
1706011200000,38845.56000000,39460.00000000,38555.00000000,39204.00000000,14222.94133000,1706025599999,553991860.30953760,624000,7969.11278000,310623630.61197280,0
1706025600000,39204.00000000,39654.34000000,38925.20000000,39148.07000000,11699.79651000,1706039999999,459658034.37407040,395847,6551.47392000,257426577.27392370,0
1706040000000,39148.07000000,39907.23000000,39032.02000000,39897.60000000,7406.93685000,1706054399999,292134178.46350510,236815,4128.20489000,162925596.59814880,0
1706054400000,39897.59000000,40250.00000000,39570.43000000,39614.00000000,7508.24416000,1706068799999,299548225.50209120,236715,3857.30505000,153918916.26938370,0
1706068800000,39614.00000000,40191.97000000,39557.01000000,39981.09000000,6508.92980000,1706083199999,259286873.07421680,231367,3933.24716000,156685864.23796760,0
1706083200000,39981.09000000,40555.00000000,39859.51000000,40209.34000000,6433.12337000,1706097599999,258269647.66814280,303054,3309.47742000,132894675.96807940,0
1706097600000,40209.34000000,40298.86000000,39766.00000000,40050.71000000,8120.72045000,1706111999999,325011050.77884180,426643,4105.89099000,164325551.51443620,0
1706112000000,40050.72000000,40207.00000000,39615.76000000,39803.05000000,5715.16915000,1706126399999,228224547.60128110,241366,2871.39584000,114691024.22945300,0
1706126400000,39803.04000000,40175.11000000,39484.19000000,40084.88000000,5007.64168000,1706140799999,199364579.20617550,236470,2595.74079000,103370977.25510270,0
1706140800000,40084.89000000,40178.84000000,39914.00000000,40012.01000000,3484.65910000,1706155199999,139543954.01915350,134917,1681.38280000,67336733.14221140,0
1706155200000,40012.01000000,40135.37000000,39792.01000000,40130.00000000,3648.17041000,1706169599999,145761159.15426640,161793,1683.59931000,67281630.02447750,0
1706169600000,40130.00000000,40300.24000000,39957.44000000,40178.07000000,4623.83661000,1706183999999,185492161.11870960,183793,2328.99682000,93458952.24742920,0
1706184000000,40178.07000000,40283.82000000,39623.40000000,39804.24000000,8152.98130000,1706198399999,325391171.04151530,346191,4056.02501000,161876351.86984530,0
1706198400000,39804.23000000,40044.91000000,39550.00000000,39989.25000000,7402.16761000,1706212799999,294671479.36223080,300017,3960.21564000,157668130.25169200,0
1706212800000,39989.25000000,39995.99000000,39637.99000000,39961.09000000,3710.30350000,1706227199999,147953371.45673810,164522,1975.02961000,78747442.83774100,0
1706227200000,39961.09000000,40245.00000000,39822.52000000,40067.52000000,3180.57719000,1706241599999,127384406.46384180,128660,1795.35112000,71920399.14777930,0
1706241600000,40067.52000000,40220.00000000,39896.84000000,39969.99000000,3394.99518000,1706255999999,135935185.39380400,126414,1524.89429000,61068053.97008540,0
1706256000000,39970.00000000,41348.13000000,39962.14000000,41289.52000000,11523.32786000,1706270399999,468414120.01117450,418080,6293.51093000,255848789.16166060,0
1706270400000,41289.52000000,41588.00000000,40914.50000000,41422.99000000,12152.14087000,1706284799999,501784505.51965770,399772,6495.82351000,268257941.77444870,0
1706284800000,41422.98000000,42193.80000000,41405.31000000,42064.49000000,11360.11294000,1706299199999,475937874.27129540,374309,5841.17536000,244703822.22492950,0
1706299200000,42064.48000000,42246.82000000,41800.02000000,41823.51000000,5773.81322000,1706313599999,242244567.63003360,177626,2724.00030000,114306193.43821780,0
1706313600000,41823.51000000,41933.17000000,41708.00000000,41815.01000000,2776.36693000,1706327999999,116112589.90005440,118792,1176.65924000,49215147.38203910,0
1706328000000,41815.01000000,41890.00000000,41602.01000000,41710.14000000,2385.06661000,1706342399999,99570783.37683980,109787,1078.44249000,45021521.86787880,0
1706342400000,41710.15000000,41800.00000000,41394.34000000,41761.23000000,3747.33899000,1706356799999,156021834.58366110,154916,1970.15870000,82036115.14233710,0
1706356800000,41761.22000000,41894.87000000,41714.00000000,41814.00000000,2106.62255000,1706371199999,88016346.27236440,125901,952.71440000,39804492.13209050,0
1706371200000,41813.99000000,41986.06000000,41745.26000000,41910.47000000,2256.20513000,1706385599999,94410637.85079680,121307,1092.94205000,45738726.54772540,0
1706385600000,41910.48000000,42200.00000000,41910.47000000,42120.63000000,2952.81646000,1706399999999,124286510.36722800,120445,1214.73290000,51122656.17595340,0
1706400000000,42120.63000000,42244.00000000,41925.00000000,42231.83000000,3931.90769000,1706414399999,165537206.57950180,122350,1422.00136000,59876062.29284680,0
1706414400000,42231.84000000,42842.68000000,42228.64000000,42388.82000000,7853.89698000,1706428799999,333913525.37760480,247118,3838.74791000,163190541.16891760,0
1706428800000,42388.82000000,42698.00000000,42323.14000000,42471.98000000,4448.08445000,1706443199999,189135498.72519520,186446,2240.79447000,95281497.46912660,0
1706443200000,42471.98000000,42544.00000000,42155.55000000,42258.01000000,3978.57176000,1706457599999,168523182.67988310,160609,1918.56842000,81277330.42931040,0
1706457600000,42258.00000000,42354.70000000,41721.08000000,41785.92000000,3819.55464000,1706471999999,160650828.59757560,165795,1794.86670000,75507493.93378690,0
1706472000000,41785.91000000,42073.81000000,41620.81000000,42031.06000000,3262.98286000,1706486399999,136605649.70849820,150175,1756.20934000,73537413.34541270,0
1706486400000,42031.05000000,42504.00000000,41874.94000000,42331.20000000,3437.68599000,1706500799999,145130483.05329420,161344,1828.20099000,77186251.97033780,0
1706500800000,42331.19000000,42345.36000000,41988.88000000,42053.46000000,2735.85224000,1706515199999,115391846.79065730,116895,1230.02713000,51875778.37315600,0
1706515200000,42053.45000000,42381.10000000,41961.10000000,42246.95000000,3204.92588000,1706529599999,135249461.09558760,174889,1530.19732000,64581354.90917470,0
1706529600000,42246.95000000,42647.27000000,41804.88000000,42641.75000000,6763.08424000,1706543999999,284851244.84817180,252084,3412.71872000,143746748.99186740,0
1706544000000,42641.75000000,43313.80000000,42518.00000000,42995.99000000,11314.82880000,1706558399999,486518050.12443590,346387,5896.77160000,253541734.79391790,0
1706558400000,42995.99000000,43333.00000000,42982.66000000,43302.70000000,4086.36492000,1706572799999,176321194.44972160,146257,2098.97051000,90572852.32005880,0
1706572800000,43302.71000000,43787.35000000,43133.90000000,43519.71000000,6762.21682000,1706587199999,293978846.68840040,221628,3691.52089000,160502544.91365520,0
1706587200000,43519.71000000,43570.09000000,43259.26000000,43358.25000000,3352.66111000,1706601599999,145522575.14780490,116459,1477.43711000,64129018.93517840,0
1706601600000,43358.24000000,43564.85000000,43215.76000000,43537.74000000,4124.15330000,1706615999999,179054068.70123920,154254,2155.81460000,93611345.40650180,0
1706616000000,43537.75000000,43882.36000000,43114.13000000,43375.50000000,9820.25546000,1706630399999,426428139.45614090,344549,5209.76550000,226290424.04236160,0
1706630400000,43375.50000000,43599.00000000,43224.00000000,43547.98000000,5834.15697000,1706644799999,253196951.30461700,220864,3107.63811000,134873583.84098940,0
1706644800000,43547.99000000,43760.00000000,42683.99000000,42941.10000000,7725.80180000,1706659199999,335070504.37315720,258856,3675.12372000,159469491.31698210,0
1706659200000,42941.10000000,43107.77000000,42655.07000000,42930.07000000,4913.47979000,1706673599999,210728347.92505170,190280,2498.71115000,107158437.40750090,0
1706673600000,42930.06000000,43087.93000000,42871.10000000,43050.01000000,2839.50568000,1706687999999,122049574.15055070,107415,1283.50021000,55171629.17344960,0
1706688000000,43050.01000000,43091.10000000,42355.00000000,42647.98000000,6116.23013000,1706702399999,261087519.39543260,214542,2979.58007000,127181553.38785700,0
1706702400000,42647.98000000,43465.02000000,42521.31000000,43361.10000000,8138.75525000,1706716799999,349162322.47460450,356908,4370.33929000,187505431.66075320,0
1706716800000,43361.11000000,43745.11000000,43041.10000000,43334.64000000,8260.76136000,1706731199999,358934011.64793630,336714,4174.22277000,181391252.34767090,0
1706731200000,43334.63000000,43361.10000000,42276.84000000,42580.00000000,9602.40467000,1706745599999,409703801.45950660,293700,4983.59476000,212601411.19298910,0
